461,46,Argentina
462,50,España
463,34,Colombia
464,48,México
465,39,Costa Rica
466,66,México
467,49,Colombia
469,47,Colombia
470,34,Argentina
471,47,México
472,47,Uruguay
473,13,Colombia
474,25,Cuba
475,31,México
476,35,Argentina
477,64,México
478,35,Venezuela
479,64,México
480,42,El Salvador
481,32,Bolívia
482,70,Perú
483,29,México
484,36,México
485,33,España
486,48,Venezuela
487,79,Argentina
488,50,Bolívia
489,44,España
490,47,El Salvador
491,42,Ecuador
492,59,México
493,45,Uruguay
495,35,Argentina
496,49,República Dominicana
497,33,República Dominicana
498,62,México
499,42,México
500,37,México
501,42,Argentina
502,43,Bolívia
503,35,Colombia
504,41,México
505,40,México
506,40,Venezuela
507,47,España
508,38,Argentina
509,53,México
510,44,Costa Rica
511,33,México
512,37,Guatemala
513,43,Guatemala
515,56,Argentina
516,55,México
517,32,Costa Rica
518,39,Argentina
519,62,Cuba
520,52,México
521,49,Ecuador
522,45,Bolívia
523,31,Guatemala
524,45,España
525,46,México
526,36,Perú
527,38,España
528,34,México
529,27,Ecuador
531,46,Colombia
532,32,Perú
533,37,México
534,37,Perú
535,41,Venezuela
536,34,Guatemala
537,39,El Salvador
538,48,Perú
539,59,México
541,39,Venezuela
542,50,Cuba
543,37,México
544,30,Colombia
545,45,Nicaragua
546,59,Colombia
547,37,México
549,19,México
550,51,Perú
551,35,Venezuela
552,53,España
554,38,México
555,72,Colombia
556,31,Venezuela
557,54,Venezuela
558,25,México
559,53,México
560,43,Venezuela
561,69,México
562,35,Venezuela
563,42,Nicaragua
564,24,España
565,52,México
566,64,Panamá
567,53,Ecuador
568,32,Colombia
569,31,Perú
570,44,Venezuela
571,36,México
572,33,España
573,39,Venezuela
574,18,Venezuela
575,65,Perú
576,56,México
577,52,El Salvador
578,41,México
579,35,Perú
580,47,España
581,49,México
582,37,Paraguay
583,38,Argentina
584,42,Colombia
585,37,Argentina
586,57,Perú
587,43,México
588,37,México
589,32,Colombia
590,40,Bolívia
591,58,El Salvador
592,27,España
593,53,Chile
594,38,Colombia
595,35,Ecuador
596,35,México
597,51,España
598,50,Argentina
599,36,Paraguay
600,55,México
601,51,Colombia
602,45,República Dominicana
603,46,México
604,50,Nicaragua
605,40,Venezuela
606,22,México
607,46,México
608,40,México
609,50,Argentina
610,52,México
611,27,Chile
612,25,Ecuador
613,32,México
614,48,Chile
615,48,Colombia
616,52,México
617,33,Perú
618,40,México
619,32,España
620,51,Ecuador
621,67,España
622,59,Colombia
623,23,España
624,59,México
625,48,Colombia
626,64,México
627,47,Venezuela
628,41,Argentina
629,46,México
630,34,México
631,31,España
632,42,Costa Rica
633,42,México
634,40,Colombia
635,39,Venezuela
636,64,Ecuador
637,43,Venezuela
638,21,Venezuela
639,53,Argentina
640,77,España
641,33,Argentina
642,39,España
643,33,Chile
644,42,Chile
645,35,Ecuador
646,41,México
647,46,Venezuela
648,35,México
649,36,Nicaragua
650,29,Venezuela
651,38,Argentina
652,32,Venezuela
653,26,Colombia
654,32,México
655,30,Honduras
656,38,España
657,31,Colombia
658,34,Colombia
659,39,Argentina
660,39,México
661,39,España
662,34,Guatemala
663,39,Colombia
664,38,Argentina
665,31,México
666,39,Colombia
667,56,Colombia
668,25,México
669,39,Argentina
670,35,Colombia
671,38,Cuba
672,54,Perú
673,35,México
674,42,España
675,44,Argentina
676,36,España
677,66,Colombia
678,48,Ecuador
679,39,Guatemala
680,42,Venezuela
681,46,Colombia
682,28,Costa Rica
683,45,Honduras
684,69,Cuba
685,45,México
686,38,Guatemala
687,43,Argentina
688,50,Perú
689,38,Perú
690,39,Nicaragua
691,51,Colombia
692,47,Cuba
693,31,Argentina
694,35,España
695,47,México
696,44,Perú
697,29,Colombia
698,33,México
699,46,Colombia
700,41,República Dominicana
701,43,España
702,43,México
703,47,México
704,53,Colombia
705,52,Ecuador
706,40,España
707,27,México
708,45,México
709,50,El Salvador
710,29,México
711,57,Venezuela
712,38,Colombia
713,65,México
714,48,Chile
715,45,Guatemala
716,34,Argentina
717,29,Argentina
718,35,México
719,46,México
720,26,España
721,42,Argentina
722,43,Argentina
723,31,México
724,47,Argentina
725,47,Venezuela
726,45,Guatemala
727,31,Puerto Rico
728,41,Colombia
729,42,Venezuela
730,32,México
731,36,Chile
732,32,México
733,49,El Salvador
734,55,México
735,38,México
736,42,Argentina
737,49,España
738,35,Paraguay
739,41,República Dominicana
740,36,México
741,41,México
742,43,México
743,45,Cuba
744,29,República Dominicana
745,38,Perú
746,29,Argentina
747,52,Bolívia
748,26,México
749,40,México
750,62,Venezuela
751,63,México
752,40,Bolívia
753,49,Ecuador
754,32,Colombia
755,30,México
756,69,México
757,45,Perú
758,47,México
759,36,Colombia
760,39,México
761,46,Perú
762,32,España
763,52,Colombia
764,84,Chile
765,35,Perú
766,39,Bolívia
767,35,Colombia
768,47,Guatemala
769,34,Colombia
770,63,Honduras
771,42,Nicaragua
772,36,Argentina
773,42,Ecuador
774,38,Chile
775,35,Perú
776,55,México
777,54,México
778,40,México
779,31,Honduras
780,32,Ecuador
781,39,México
782,41,Perú
783,40,Venezuela
784,39,Colombia
785,42,El Salvador
786,49,Honduras
787,38,Perú
788,31,Colombia
789,48,Colombia
790,45,México
791,67,Ecuador
792,52,España
793,37,México
794,32,Cuba
795,36,España
796,40,México
797,42,República Dominicana
798,52,México
799,40,México
800,37,Perú
801,62,Venezuela
802,61,Venezuela
803,35,España
804,40,México
805,39,México
806,36,España
807,60,México
808,40,Puerto Rico
809,64,España
810,32,Guatemala
811,36,México
812,48,Bolívia
813,39,México
814,52,México
815,37,Colombia
816,43,Chile
817,55,España
818,39,Ecuador
819,38,Argentina
820,42,España
821,54,Venezuela
822,34,Puerto Rico
823,37,México
824,39,México
825,48,Colombia
826,48,México
827,40,Chile
828,24,México
829,65,Cuba
830,42,Venezuela
831,42,México
832,56,Perú
833,39,Argentina
834,42,España
835,43,República Dominicana
836,54,Nicaragua
837,38,Venezuela
838,31,Ecuador
839,40,Perú
840,53,Chile
841,58,México
842,48,Nicaragua
843,35,España
844,42,Colombia
845,43,España
846,44,México
847,41,España
848,37,España
849,49,México
850,37,México
851,67,Venezuela
852,39,República Dominicana
854,70,Colombia
855,31,México
856,38,Colombia
857,55,Colombia
858,34,México
859,61,México
860,33,Colombia
861,32,Colombia
862,49,Ecuador
863,52,Perú
864,57,Colombia
865,33,México
866,37,Ecuador
867,39,Paraguay
868,32,Bolívia
869,30,Perú
870,50,Argentina
872,51,España
873,37,Paraguay
874,50,Colombia
875,37,México
876,72,España
877,68,El Salvador
878,43,Colombia
879,47,El Salvador
880,35,Colombia
881,68,Paraguay
882,30,Ecuador
883,31,Bolívia
884,42,España
885,33,México
886,57,México
887,45,México
888,28,Colombia
889,49,Colombia
890,36,Venezuela
891,41,Argentina
892,53,Bolívia
893,27,Perú
894,39,Uruguay
895,33,Nicaragua
896,29,Cuba
897,78,España
898,50,Perú
899,47,México
900,53,Venezuela
901,34,Venezuela
902,36,El Salvador
903,36,Argentina
904,32,Guatemala
905,53,Paraguay
906,39,México
907,34,España
908,44,México
909,22,España
910,32,España
911,37,México
912,56,México
913,47,México
914,37,Argentina
915,33,Argentina
916,52,Bolívia
917,51,Guatemala
918,53,Colombia
919,48,Argentina
920,51,México
921,61,Cuba
922,57,Colombia
923,46,México
924,46,Argentina
925,54,Colombia
926,57,México
927,39,Venezuela
928,51,Chile
929,62,España
930,51,Perú
931,55,Venezuela
932,40,México
933,61,México
934,32,Colombia
935,40,México
936,59,México
937,38,México
938,46,Perú
939,20,Guatemala
940,28,México
941,62,Venezuela
942,32,República Dominicana
943,57,Argentina
945,52,Colombia
946,48,México
947,29,Cuba
948,53,Guatemala
949,40,Ecuador
950,52,Colombia
951,45,México
952,61,Perú
953,33,España
954,89,Perú
955,28,Venezuela
956,30,España
957,53,Colombia
958,40,México
959,56,México
960,42,Argentina
961,46,Venezuela
962,57,Cuba
963,60,Perú
964,55,México
965,41,España
966,39,Venezuela
967,28,México
968,46,Argentina
969,51,Ecuador
970,39,México
971,37,Argentina
972,55,Venezuela
973,57,México
974,44,Argentina
975,43,México
976,36,Cuba
977,45,México
978,51,Bolívia
979,29,El Salvador
980,53,Argentina
981,45,Bolívia
982,30,México
983,48,Perú
984,42,Venezuela
985,40,Venezuela
986,33,Colombia
987,46,Cuba
988,32,Argentina
989,41,Colombia
990,33,México
991,47,México
992,39,Puerto Rico
993,39,Paraguay
994,63,México
995,34,Bolívia
996,38,Guatemala
997,38,Honduras
998,42,Argentina
999,41,Bolívia
1000,50,México
1001,39,Ecuador
1002,57,Argentina
1003,58,Perú
1004,48,México
1005,57,Ecuador
1006,39,Venezuela
1007,43,Perú
1008,36,España
1009,31,República Dominicana
1010,35,España
1011,33,Argentina
1012,34,Perú
1013,46,México
1014,42,México
1015,35,Colombia
1016,54,Argentina
1017,44,Guatemala
1018,76,Uruguay
1019,41,República Dominicana
1020,60,México
1021,41,Paraguay
1022,20,Argentina
1023,58,Guatemala
1024,47,Argentina
1025,44,Perú
1026,56,Argentina
1027,30,Colombia
1028,42,Colombia
1029,29,Bolívia
1030,37,España
1031,25,Guatemala
1032,27,Colombia
1033,46,España
1034,38,México
1035,35,Ecuador
1036,47,Colombia
1037,60,Colombia
1038,39,Argentina
1039,45,Venezuela
1040,35,Perú
1041,35,Venezuela
1042,27,Paraguay
1043,38,España
1044,38,Perú
1045,61,México
1046,50,México
1047,47,México
1048,82,México
1049,20,México
1050,54,México
1051,46,España
1052,47,Argentina
1053,62,México
1054,50,México
1055,40,España
1056,35,Chile
1057,44,España
1058,51,Venezuela
1059,41,México
1060,30,México
1061,40,México
1062,63,Ecuador
1063,51,España
1064,47,México
1065,51,Colombia
1066,45,México
1067,29,Argentina
1068,65,México
1069,38,Colombia
1070,28,República Dominicana
1071,42,El Salvador
1072,42,Chile
1073,63,México
1074,53,Colombia
1075,43,Cuba
1076,38,Colombia
1077,51,España
1078,36,República Dominicana
1079,20,Argentina
1080,34,Ecuador
1081,45,Costa Rica
1082,44,Perú
1083,46,Argentina
1084,41,México
1085,59,Colombia
1086,38,España
1087,41,Perú
1088,42,Argentina
1089,46,México
1090,34,Cuba
1091,44,Ecuador
1092,56,México
1093,60,Colombia
1094,32,Cuba
1095,47,Argentina
1096,42,México
1097,50,España
1098,38,Guatemala
1099,54,Colombia
1100,44,Venezuela
1101,81,República Dominicana
1102,56,México
1103,38,Paraguay
1104,49,México
1105,50,México
1106,41,Guatemala
1107,76,Venezuela
1108,47,Argentina
1109,57,España
1110,41,Colombia
1111,38,México
1112,46,México
1113,65,Venezuela
1114,47,Nicaragua
1115,33,Perú
1116,37,México
1117,67,Argentina
1118,41,Paraguay
1119,36,Colombia
1120,26,Colombia
1121,46,Ecuador
1122,37,Guatemala
1123,54,México
1124,45,Guatemala
1125,33,México
1126,32,Colombia
1127,42,México
1128,31,Cuba
1129,39,España
1130,32,Colombia
1131,27,México
1132,49,Chile
1133,48,Honduras
1134,43,Costa Rica
1135,46,Argentina
1136,63,México
1137,53,El Salvador
1138,44,Bolívia
1139,55,Colombia
1140,31,Colombia
1141,41,Perú
1142,48,Argentina
1143,41,Puerto Rico
1144,40,Argentina
1145,40,México
1146,59,Cuba
1147,42,España
1148,51,México
1149,45,México
1150,42,Perú
1151,102,Colombia
1152,54,España
1153,43,Uruguay
1154,36,México
1155,31,México
1156,52,México
1157,46,Ecuador
1158,64,España
1159,31,México
1160,57,España
1161,37,Guatemala
1162,39,Colombia
1163,30,Colombia
1164,44,España
1165,38,México
1166,64,Perú
1167,56,México
1168,62,México
1169,66,Colombia
1171,44,España
1172,54,México
1173,38,Venezuela
1174,44,Chile
1175,31,El Salvador
1176,45,México
1177,32,República Dominicana
1178,81,Argentina
1179,40,Venezuela
1180,60,Panamá
1181,25,Colombia
1182,36,México
1183,45,Colombia
1184,31,México
1185,60,México
1186,50,Bolívia
1187,42,México
1188,42,Puerto Rico
1189,45,Argentina
1190,26,El Salvador
1191,46,Argentina
1192,51,México
1193,42,España
1194,57,Argentina
1195,51,Colombia
1196,37,México
1197,48,Colombia
1198,66,México
1199,78,Nicaragua
1200,58,El Salvador
1201,47,Colombia
1202,45,Perú
1203,34,México
1204,40,Venezuela
1205,28,México
1206,35,México
1207,39,México
1208,31,México
1209,46,Colombia
1210,29,Venezuela
1211,58,Argentina
1212,36,México
1213,51,España
1214,31,Guatemala
1215,37,México
1216,38,España
1217,45,México
1219,38,Perú
1220,43,Colombia
1221,31,México
1222,43,España
1223,51,Chile
1224,45,México
1225,42,Venezuela
1226,41,México
1227,51,Argentina
1228,36,Argentina
1229,62,Cuba
1230,41,Guatemala
1231,44,España
1232,35,Perú
1233,42,Venezuela
1234,49,Venezuela
1235,31,México
1236,40,México
1237,33,México
1238,47,Argentina
1239,32,México
1240,37,Venezuela
1241,35,España
1242,43,España
1243,54,Colombia
1244,40,España
1245,27,Venezuela
1246,68,España
1247,38,México
1248,49,México
1249,41,Colombia
1250,31,Perú
1251,64,España
1252,40,Chile
1253,58,México
1254,52,Guatemala
1255,63,Argentina
1256,44,Venezuela
1257,37,Venezuela
1258,57,México
1259,36,Venezuela
1260,35,México
1261,34,Perú
1262,34,Honduras
1263,37,Ecuador
1264,43,Cuba
1265,57,Uruguay
1266,37,México
1267,43,España
1268,37,Chile
1269,35,Colombia
1270,36,Costa Rica
1271,30,Venezuela
1273,54,Venezuela
1274,51,Venezuela
1275,48,Ecuador
1276,28,Colombia
1277,37,Guatemala
1278,35,Argentina
1279,76,México
1280,36,Colombia
1281,40,México
1282,34,Bolívia
1283,44,Cuba
1284,52,Venezuela
1285,31,Colombia
1286,42,México
1287,34,México
1288,42,España
1289,41,España
1290,39,México
1291,18,Argentina
1292,43,México
1293,59,Argentina
1294,58,México
1295,31,España
1296,21,Argentina
1297,32,México
1298,29,Argentina
1299,31,Argentina
1300,31,Argentina
1301,44,México
1302,41,Argentina
1303,38,España
1304,44,España
1305,46,Guatemala
1306,36,España
1307,34,Guatemala
1308,38,Argentina
1309,36,Colombia
1310,52,Guatemala
1311,42,Costa Rica
1312,43,Venezuela
1313,65,Chile
1314,34,Paraguay
1315,35,México
1316,28,Honduras
1317,56,España
1318,42,Costa Rica
1319,49,México
1320,7,Perú
1321,46,México
1322,41,Argentina
1323,27,Venezuela
1324,69,Chile
1325,33,Paraguay
1326,22,México
1327,37,Ecuador
1328,71,Colombia
1329,40,Perú
1330,33,España
1331,40,Ecuador
1332,51,Cuba
1333,24,Argentina
1335,76,México
1336,36,Nicaragua
1337,38,Colombia
1338,56,México
1339,32,Costa Rica
1340,41,Colombia
1341,45,Argentina
1342,31,México
1343,35,España
1344,39,Argentina
1345,35,Argentina
1346,41,Argentina
1347,38,México
1348,53,España
1349,48,México
1350,21,Argentina
1351,29,Colombia
1352,24,México
1353,37,Ecuador
1354,67,Venezuela
1355,61,España
1356,61,Colombia
1357,54,Paraguay
1358,35,México
1359,37,México
1360,45,España
1361,44,México
1362,37,Cuba
1363,47,Perú
1364,39,España
1365,39,Argentina
1366,38,Guatemala
1367,50,Paraguay
1368,50,Panamá
1369,39,Chile
1370,39,Bolívia
1371,41,México
1372,55,Cuba
1373,61,España
1374,63,Argentina
1375,46,Venezuela
1376,28,Chile
1377,21,Venezuela
1378,34,Ecuador
1379,26,México
1380,59,México
1381,39,México
1382,62,Argentina
1383,36,Venezuela
1384,67,México
1385,31,Ecuador
1386,34,Colombia
1387,30,Argentina
1388,41,México
1389,46,Colombia
1390,55,Honduras
1391,32,Perú
1392,27,Bolívia
1393,39,Perú
1394,34,Venezuela
1395,47,Colombia
1396,48,Guatemala
1397,62,Colombia
1398,63,México
1399,29,Argentina
1400,45,México
1401,46,México
1402,26,México
1403,19,México
1404,35,Bolívia
1405,35,México
1406,54,México
1407,64,Perú
1408,29,México
1409,55,México
1410,34,Venezuela
1411,83,México
1412,27,México
1413,57,México
1414,17,México
1415,77,Perú
1416,26,Chile
1417,32,Guatemala
1418,55,Costa Rica
1419,61,México
1420,76,Puerto Rico
1421,43,República Dominicana
1422,48,Perú
1423,44,México
1424,33,Bolívia
1425,31,Guatemala
1426,31,Colombia
1427,37,Colombia
1428,33,España
1429,45,México
1430,56,Venezuela
1431,36,México
1432,41,Cuba
1433,44,Puerto Rico
1434,37,Chile
1435,48,Perú
1436,37,Honduras
1437,34,México
1438,54,Argentina
1439,32,México
1440,30,Nicaragua
1442,66,Argentina
1443,42,México
1444,42,Perú
1445,44,México
1446,20,República Dominicana
1447,37,Panamá
1448,49,México
1449,45,Colombia
1450,24,Venezuela
1451,49,Paraguay
1452,77,México
1453,64,Bolívia
1454,33,España
1455,65,Guatemala
1456,37,Ecuador
1457,56,Bolívia
1458,57,República Dominicana
1459,49,Venezuela
1460,32,México
1461,26,México
1462,35,España
1463,40,Ecuador
1464,38,Venezuela
1465,54,Chile
1466,38,Perú
1467,53,Venezuela
1468,39,Argentina
1470,49,Ecuador
1471,35,Cuba
1472,37,Colombia
1473,57,Chile
1474,41,Argentina
1475,62,Colombia
1476,56,Colombia
1477,54,Perú
1478,36,México
1479,33,México
1481,38,Perú
1482,47,Colombia
1483,45,Argentina
1484,43,Colombia
1485,36,El Salvador
1486,27,República Dominicana
1487,54,México
1488,51,Venezuela
1489,30,Chile
1490,23,Ecuador
1491,43,México
1492,29,Colombia
1493,35,Argentina
1494,34,Honduras
1495,46,Perú
1496,25,El Salvador
1497,45,Colombia
1498,34,Puerto Rico
1499,41,España
1500,36,México
1501,51,Nicaragua
1502,33,México
1503,54,Perú
1504,62,Venezuela
1505,35,España
1506,37,Chile
1507,42,Argentina
1508,36,Perú
1509,48,México
1510,50,México
1511,48,México
1512,60,México
1513,43,Ecuador
1514,32,México
1515,33,Colombia
1516,38,Colombia
1517,41,España
1518,38,Argentina
1519,37,Guatemala
1520,41,México
1521,54,Venezuela
1522,43,México
1523,64,Perú
1524,48,Argentina
1525,48,Venezuela
1526,38,México
1527,55,Panamá
1528,49,México
1529,58,Argentina
1530,36,Venezuela
1531,35,El Salvador
1532,36,México
1533,49,Colombia
1534,31,Perú
1536,31,Venezuela
1537,31,México
1538,55,Venezuela
1539,39,Honduras
1540,47,España
1541,58,México
1542,39,México
1543,56,Cuba
1544,40,México
1545,39,Colombia
1546,51,Ecuador
1547,34,Chile
1548,24,Venezuela
1549,43,Venezuela
1550,56,España
1552,27,Ecuador
1553,40,México
1554,57,Perú
1555,41,España
1556,28,México
1557,40,Colombia
1559,48,Venezuela
1560,45,Panamá
1561,42,México
1562,28,Venezuela
1563,34,México
1564,74,Chile
1565,43,República Dominicana
1566,34,México
1567,54,Colombia
1568,35,Colombia
1569,67,Colombia
1570,40,México
1571,52,Cuba
1572,38,Chile
1573,28,México
1574,42,Venezuela
1575,43,Argentina
1576,45,Argentina
1577,58,Costa Rica
1578,36,México
1579,48,Paraguay
1580,44,Chile
1581,35,México
1582,37,España
1583,49,Colombia
1584,52,México
1585,47,México
1586,37,México
1587,49,Argentina
1588,58,Panamá
1589,45,Ecuador
1590,41,Argentina
1591,50,México
1592,48,Argentina
1593,50,Chile
1594,47,México
1595,45,Venezuela
1596,28,España
1597,37,España
1598,53,Chile
1599,48,Argentina
1600,41,Ecuador
1601,35,Argentina
1602,56,Cuba
1603,75,Nicaragua
1604,35,Venezuela
1605,47,México
1606,49,México
1607,44,México
1608,35,Perú
1609,38,México
1610,48,Argentina
1611,52,Colombia
1612,51,Colombia
1613,26,Chile
1614,18,Venezuela
1615,30,Colombia
1616,37,México
1617,33,México
1618,27,México
1619,46,Nicaragua
1620,40,Ecuador
1621,42,Venezuela
1622,46,México
1623,55,Bolívia
1624,42,México
1625,48,México
1626,72,Venezuela
1627,74,Venezuela
1628,43,Puerto Rico
1629,46,El Salvador
1630,42,Guatemala
1631,58,Argentina
1632,59,México
1633,32,México
1634,41,México
1635,41,México
1637,30,Panamá
1638,45,México
1639,49,Perú
1640,35,Cuba
1641,65,Panamá
1642,18,Argentina
1643,51,México
1644,30,Paraguay
1645,45,Bolívia
1646,34,Ecuador
1647,60,España
1648,60,Colombia
1649,78,Colombia
1650,52,República Dominicana
1651,56,España
1652,62,Venezuela
1653,40,México
1654,35,España
1655,43,Venezuela
1656,36,Venezuela
1657,25,El Salvador
1658,38,Colombia
1659,44,Argentina
1660,64,Guatemala
1661,40,México
1662,52,Colombia
1663,33,Colombia
1664,39,Chile
1665,37,Argentina
1666,53,Cuba
1667,35,Colombia
1668,73,Venezuela
1669,19,México
1670,38,República Dominicana
1671,48,Honduras
